geneName,zy,zy,zy,zy,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,mid2cell,16cell
gene9410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9411,15.769508,35.857202,25.387085,27.086227,35.910335,26.924683,22.971354,53.940058,19.898891,26.013010,27.654202,26.070820,3.131190,0.000000
gene9412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640355,0.000000,0.000000
gene9416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9417,14.184678,18.349632,29.255976,21.470241,7.585226,3.260195,14.426291,20.541592,14.148093,15.438945,20.096955,10.229297,11.662939,0.182766
gene9418,3.155588,14.276475,9.869974,9.003281,8.062696,11.116894,16.741965,10.833326,4.091346,6.132348,7.298367,0.268995,8.202464,12.586531
gene9419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043429,0.034066,0.000000,0.000000,0.000000
gene9422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9427,12.006739,14.585585,9.076665,12.569218,17.043059,12.315508,13.255979,9.158274,10.575579,14.564174,12.283183,10.354711,10.499611,0.414541
gene9428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9429,4.478611,0.576616,1.098703,2.402740,1.069367,4.059658,4.272645,8.686004,6.347162,4.595276,3.577888,3.595912,12.236235,0.000000
gene9430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9433,0.000000,0.170013,0.886596,0.473713,0.411037,0.000000,0.000000,0.491756,0.000000,0.012149,0.038120,0.000000,0.000000,0.000000
gene9434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9435,124.536707,130.451331,141.525502,168.394817,89.775236,91.145911,118.876960,102.998194,47.669609,110.460411,107.356864,88.273097,119.270604,0.000000
gene9436,11.615805,11.292856,13.148178,13.843748,22.452922,10.045659,19.594968,0.625444,28.069826,19.292997,18.176319,15.081177,19.584701,8.892541
gene9437,1.119180,3.708269,2.372479,8.004875,2.220320,1.221520,0.000000,0.452733,1.866537,2.572574,2.306238,0.229502,0.000000,0.256793
gene9438,22.040732,23.253725,20.147598,22.997696,7.244986,12.141816,39.199420,14.320615,17.673553,16.007187,17.406544,21.521745,0.555139,0.031173
gene9439,0.000000,0.000000,1.020311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.002560,0.000000
gene9440,0.201091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.175120,0.290893,0.010721,0.000000,0.000000
gene9441,0.000000,0.000000,0.499106,0.086072,0.000000,0.000000,0.108221,0.000000,1.764992,1.920491,1.004303,0.688488,0.000000,0.000000
gene9442,0.600349,1.062371,0.764882,1.046866,1.923835,0.053211,1.382081,0.000000,0.464041,0.590448,1.842439,1.728803,60.777997,0.000000
gene9443,30.582406,35.268196,25.648868,20.849430,21.655508,28.146039,20.426710,18.065604,23.413365,21.617830,25.388543,37.130833,26.716274,11.277989
gene9444,79.761996,51.716841,79.132677,70.926404,28.383078,18.141062,50.290629,53.120378,52.322783,42.953220,42.642728,40.479429,24.647980,35.953030
gene9445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089005,0.000000
gene9446,0.000000,0.000000,0.000000,0.321143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062147,0.000000,0.000000
gene9447,1.950387,11.189423,7.285600,7.335677,3.929419,12.046132,8.271278,3.447620,12.408733,11.666126,12.800702,19.115309,1.963721,0.000000
gene9448,0.000000,0.000000,0.000000,0.000000,0.275792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033839,0.000000,0.000000,0.060332,0.000000,0.000000,0.000000
gene9450,2.618711,3.323316,4.406980,3.668782,5.857362,5.931085,0.270590,0.000000,2.787202,4.634179,4.017748,2.602006,33.616814,0.035505
gene9451,28.046376,34.875611,38.408776,21.652464,23.976187,16.724348,33.975317,9.446929,32.424996,24.527181,22.868200,30.872548,15.235943,0.000000
gene9452,27.955337,43.945567,33.359157,25.893190,25.901895,24.874705,24.113702,24.829722,45.789672,25.576620,39.613043,50.701077,10.373755,1.139711
gene9453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.106752,0.000000,0.000000
gene9454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9455,3.264130,0.000000,2.837825,0.068544,0.000000,0.797373,11.569608,0.000000,0.000000,3.084202,3.119040,1.830506,0.969148,0.000000
gene9456,4.341861,2.284481,4.529877,4.017813,5.728426,4.782504,3.101397,0.000000,2.030923,1.071743,1.463786,1.377927,4.968362,0.029367
gene9457,0.000000,4.014664,1.679006,3.472765,1.621253,1.672388,0.467834,3.246773,0.559772,2.750609,2.104986,1.867816,4.000099,31.290287
gene9458,6.895786,4.825183,2.065578,3.280338,8.003043,1.626538,14.422234,6.827553,6.465513,6.063429,6.437848,7.343158,0.000000,0.000000
gene9459,0.000000,0.000000,0.000000,0.000000,0.459750,0.020665,0.026801,0.000000,0.015337,0.000000,0.000000,0.000000,0.000000,0.000000
gene9460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058369,0.030524,0.000000,0.000000,0.000000
gene9461,0.000000,0.072635,0.030755,0.000000,0.079440,0.385636,0.000000,0.000000,0.143104,0.558842,0.309428,0.068428,0.000000,0.000000
gene9462,0.000000,0.206748,0.396518,0.155410,0.039904,0.010761,0.013957,0.000000,0.503185,0.225670,0.526736,0.022915,0.000000,0.000000
gene9463,71.002097,82.023622,75.897595,52.234292,93.060558,54.925915,77.829328,77.392432,39.100585,69.290829,73.238745,62.321490,71.324472,0.000000
gene9464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9465,0.000000,0.489495,0.124360,0.025531,0.045889,0.000000,0.722278,0.000000,0.000000,0.569666,1.549090,0.000000,0.000000,0.000000
gene9466,0.000000,0.000000,0.000000,0.000000,0.000000,0.819079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9468,0.000000,0.801672,0.495895,0.470858,0.754810,0.795735,0.120006,0.000000,1.208647,1.429207,1.039419,0.049255,0.163578,0.000000
gene9469,4.134082,11.446532,10.732205,2.487617,0.412722,3.784350,4.908211,0.000000,5.410912,10.104827,6.742977,9.569037,8.166111,0.000000
gene9470,11.443776,15.281424,16.165587,12.548811,24.524040,15.696232,30.334626,16.313017,20.287521,15.375014,14.212718,29.367249,27.397100,0.000000
gene9471,4.658850,2.363495,1.645714,1.566057,2.010538,2.788519,2.652192,2.593620,2.449037,1.093446,0.559376,4.527475,8.873615,0.000000
gene9472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090098,0.141348,0.107170,0.000000,0.000000
gene9473,323.948248,380.174177,387.587154,445.581962,194.282234,167.599418,261.026069,275.387517,153.995071,211.183201,207.208042,121.735830,52.968098,63.395614
gene9474,19.822984,25.196502,31.373830,18.042482,20.438388,34.063557,16.942671,6.772150,15.013586,23.187590,25.010738,18.250521,0.000000,0.000000
gene9475,61.078239,24.843055,27.365506,25.291040,31.236951,45.778978,30.592398,29.940291,26.295418,24.029984,28.389985,52.070594,11.914297,0.000000
gene9476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9477,18.083711,12.572480,11.981602,10.784905,9.451285,16.522602,4.161430,11.228263,7.299910,4.033674,4.210729,6.848059,3.763917,0.000000
gene9478,0.000000,0.000000,1.247486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9479,61.255692,48.908706,36.348772,51.317640,44.071027,38.588926,43.605031,73.904137,31.883458,35.269360,42.459086,43.176704,8.853905,0.000000
gene9480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9481,44.158867,25.191957,27.649189,30.518039,25.439846,17.846975,31.838351,20.680251,17.001442,15.213585,18.325801,13.613791,17.045041,0.000000
gene9482,0.000000,0.757808,0.473615,0.113439,1.338867,0.000000,0.042789,0.000000,1.102563,0.292844,0.132362,0.799094,0.000000,0.000000
gene9483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9484,0.000000,0.000000,0.000000,0.000000,0.135406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.033566,0.000000
gene9485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9486,157.767526,119.309099,173.188476,118.014303,112.701920,77.739417,120.103536,127.086485,96.636848,113.880854,101.548741,115.684550,33.272225,165.307466
gene9487,0.000000,0.112536,0.214429,0.051359,6.000231,1.493691,0.871777,0.000000,0.388012,0.038199,0.059927,0.000000,0.000000,0.000000
gene9488,61.118845,41.408396,46.327113,59.256352,51.105762,42.411741,35.714550,76.123011,29.211427,37.338141,34.166119,26.931536,2.872388,0.000000
gene9489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9490,2.834244,1.188146,0.424488,0.067781,0.000000,0.000000,1.406195,0.000000,0.000000,0.403301,0.158177,3.620374,0.000000,0.000000
gene9491,0.000000,0.006098,0.000000,0.000000,0.020010,0.016189,0.000000,0.131147,0.000000,0.000000,0.000000,0.000000,0.057241,0.000000
gene9492,0.000000,0.000000,0.101620,0.000000,0.000000,0.035394,0.045905,0.000000,0.000000,0.449174,0.369200,0.000000,1.564309,0.276828
gene9493,0.000000,0.171111,0.117737,0.117138,0.000000,0.000000,0.000000,0.170357,0.575928,0.000000,0.000000,0.211578,0.000000,0.000000
gene9494,1.797553,3.779544,1.720025,4.685756,2.008920,16.096914,7.864464,5.711154,4.755608,2.350016,2.181961,2.662188,5.138936,0.000000
gene9495,0.000000,0.000000,0.716046,1.157656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9496,0.867875,0.564950,0.146459,0.042095,0.416132,0.795771,0.000000,0.000000,0.000000,0.187851,0.073676,0.000000,0.000000,0.000000
gene9497,173.249135,173.175188,172.908634,178.571783,124.698161,97.420313,89.424269,142.142514,109.518419,121.376562,120.524171,102.705033,19.459952,67.113001
gene9498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9499,0.000000,1.483464,0.129961,0.000000,0.000000,0.271588,0.000000,0.162971,0.000000,0.000000,0.000000,0.096383,0.000000,0.000000
gene9500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9501,117.154296,91.445576,123.627317,128.814568,63.199180,74.816405,113.086545,105.132975,37.549741,128.561754,150.292096,65.040621,357.788774,0.000000
gene9502,27.985177,40.285282,46.835554,35.367473,10.797651,23.965190,19.344814,5.079549,22.898729,23.063171,26.068308,13.363757,12.869960,0.000000
gene9503,35.324886,34.493681,31.614833,33.000447,35.361907,36.804062,45.111760,34.675223,42.650169,30.095434,32.429000,32.183048,44.651413,0.063259
gene9504,0.000000,0.000000,0.364268,0.739044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9505,13.768160,13.826269,10.296829,14.264303,3.074980,5.395655,2.514265,6.688796,9.088323,5.882960,9.929305,7.361305,0.000000,0.000000
gene9506,9.131288,5.618459,5.568421,7.213532,7.697988,9.588070,7.121091,11.949623,3.041068,1.760399,3.353532,7.983213,39.841298,0.000000
gene9507,8.230540,7.612213,7.431353,6.672439,1.321521,11.253103,1.629371,15.951301,19.243265,10.964346,8.150160,8.309720,0.000000,0.000000
gene9508,12.353659,3.484443,8.328965,5.420490,0.583941,1.367584,5.869415,9.758215,3.746315,7.948582,9.896132,6.737404,8.264263,0.000000
gene9509,68.426445,80.141593,85.360737,81.467649,61.697965,81.969587,136.743060,71.934654,112.539397,117.686695,99.550525,86.473963,46.843643,0.000000
gene9510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240876,0.000000,0.000000,0.000000,0.000000,0.000000
gene9511,0.000000,0.520202,0.000000,0.000000,0.000000,0.000000,0.000000,0.414328,0.000000,0.217324,0.113648,0.000000,0.000000,0.000000
gene9512,3.600983,3.511981,3.164542,3.571652,1.076572,4.935678,4.267638,6.780078,8.344014,6.492595,6.108855,0.996017,12.033520,0.000000
gene9513,0.000000,0.000000,0.000000,0.000000,0.189196,0.000000,0.000000,0.000000,0.000000,0.313160,0.368469,0.000000,0.000000,0.000000
gene9514,0.000000,0.296467,0.000000,0.365317,0.048638,0.000000,0.000000,0.053129,0.394275,0.442781,0.568346,1.853851,0.000000,0.000000
gene9515,0.000000,0.000000,0.100772,0.050919,0.000000,0.000000,0.000000,0.000000,0.421320,1.325484,1.247670,0.336312,2.233801,0.000000
gene9516,3.202010,3.498960,3.618816,3.139782,2.365927,0.156898,5.046628,1.087430,2.340618,1.917936,2.026917,0.467724,0.527019,0.000000
gene9517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9520,0.013822,1.264585,0.811475,1.618356,0.155611,0.000000,1.458790,0.015575,0.077058,0.035402,0.111078,0.000000,0.000000,0.000000
gene9521,787.509482,783.940716,766.728903,842.254603,791.899037,937.735776,729.561302,892.945094,627.382953,753.426504,715.203477,532.531683,2131.682183,16.475336
gene9522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9523,16.481482,6.299992,10.597023,6.326588,6.700848,14.884053,18.238861,19.282497,13.143997,10.284715,8.700181,4.792438,19.459101,0.000000
gene9524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9525,0.000000,0.000000,0.000000,0.000000,0.100450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.735559,0.000000
gene9526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9527,0.632863,0.000000,1.687777,0.861229,0.000000,5.520626,1.823177,0.000000,0.037939,0.013072,0.164065,6.136126,4.879926,0.000000
gene9528,0.007980,0.000000,0.860541,0.013741,0.049395,0.000000,0.000000,0.000000,0.000000,0.020440,0.016033,0.010637,0.070650,0.000000
gene9529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.890370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9532,0.633251,0.433888,0.272001,0.000000,0.000000,0.867591,0.000000,0.000000,0.000000,0.122412,0.540119,0.000000,0.000000,0.000000
gene9533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9534,2.667402,3.217251,2.148074,4.743948,6.495538,2.627812,3.833942,4.139354,0.893833,2.240015,3.074761,4.079927,185.828347,15.016117
gene9535,0.000000,0.460404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016029,0.075438,0.000000,0.000000,0.000000
gene9536,6.150712,12.557180,7.101848,8.727840,24.203825,3.399018,11.053795,18.076633,8.763944,22.350737,16.657893,10.392893,1.703531,0.000000
gene9537,0.000000,0.535994,0.000000,0.000000,0.114696,0.000000,1.524469,0.000000,0.000000,0.000000,0.000000,0.000000,0.601521,0.000000
gene9538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.330381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9539,78.737533,69.455010,68.717010,70.590778,107.631435,111.098860,90.358093,125.148502,100.345865,88.691544,88.887076,103.314858,155.003023,155.240383
gene9540,0.825596,1.741879,0.767934,0.561150,5.614492,3.644811,1.587504,0.367243,0.726757,0.834718,1.069445,3.475080,0.528954,0.000000
gene9541,0.861026,0.416851,0.351493,0.000000,0.000000,0.600987,0.160842,0.000000,0.035401,0.370814,0.390379,0.000000,1.804525,0.000000
gene9542,0.463898,4.489364,4.891283,3.147187,2.928819,3.066497,0.873773,0.000000,2.655254,3.041772,2.460565,5.045591,0.000000,0.000000
gene9543,77.264050,90.139252,99.790841,80.890262,73.372912,108.066277,94.682308,156.023662,111.785336,123.858050,120.738706,60.901414,152.075585,96.801847
gene9544,0.176322,0.065078,0.569492,0.039601,0.023726,0.000000,0.000000,2.737456,1.852057,3.513704,1.174297,0.903610,0.000000,0.022867
gene9545,12.759179,14.943712,19.579627,16.483249,10.537115,10.148080,13.848709,8.626859,14.429669,14.933361,19.644268,16.824896,0.000000,0.000000
gene9546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene9547,16.350993,13.667643,15.259874,17.601480,24.420566,19.034891,17.412175,15.010955,24.261018,16.359141,16.646903,26.278729,3.597120,0.090612
gene9548,0.100052,2.044706,0.959028,0.086139,0.000000,0.000000,0.000000,0.000000,0.000000,0.405752,0.134011,0.000000,0.000000,0.000000
gene9549,5.612438,6.811118,6.446236,7.878906,14.161262,6.757953,16.310843,3.383841,6.045417,3.799832,8.475054,5.336659,0.000000,0.000000
